"","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_4_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL0R_5_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_4_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0D_5_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_4_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_3_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_1_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_3_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"Bra036471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036473",0,0,0,0,2.59,0,0,0,2.37,0,1.7,4.64,2.36,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,1.78,2.14,0,0,3.85,0,0,3.27,1.38,0,3.97
"Bra036474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036476",10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,8.81
"Bra036477",0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,6.28,0,0,0,3.62
"Bra036478",0,17.69,29.92,0,7.52,0,12,14.72,10.21,0,0,0,0,0,0,7.71,0,4.74,12.7,19.09,6.74,5.9,13.96,15.92,4.55,6.74,0,28.61,10.41,6.25,12.28,0,19.51,0,30.59,14.21,16.09,19.46,30.93
"Bra036479",26.38,76.26,13.88,61.82,0,0,0,0,0,0,0,19.35,0,0,18.63,0,29.27,0,0,10.43,0,66.66,0,0,13.3,0,0,0,46.22,18.36,8.87,206.69,0,24.4,0,27.07,11.63,28.36,5.7
"Bra036480",10.62,19.6,11.02,58.28,8.33,38.31,0,0,26.36,30.56,5.42,0,7.6,0,7.31,0,0,5.24,14.05,8.43,7.45,6.53,38.67,8.82,5.04,0,0,9.04,5.77,20.81,10.21,0,18.52,0,3.76,5.25,4.46,21.57,6.43
"Bra036481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036482",10.34,28.59,16.09,11.33,0,18.62,0,0,14.65,0,5.27,7.25,0,29.19,0,4.15,10.77,0,0,4.1,21.74,19.06,0,0,4.9,0,8.6,0,11.23,0,9.92,19.72,3,0,0,15.31,13,5.24,2.08
"Bra036483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036488",0,0,0,0,0,0,3.1,0,0,0,0,0,3.51,0,0,0,0,4.92,0,1.99,6.96,0,0,0,0,0,4.11,2.11,0,0,3.15,0,1.43,0,0,0,0,0,1.97
"Bra036489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,21.03,0,25.72,31.63,13.07
"Bra036490",9.84,9.06,25.51,21.52,7.7,44.22,24.57,15.07,13.93,0,35.09,20.67,42.15,0,6.76,7.89,10.23,0,19.49,27.34,13.79,6.04,14.29,0,18.63,20.69,16.35,20.91,0,44.82,56.57,74.99,51.34,17.37,3.48,4.85,4.12,14.94,39.59
"Bra036491",0,0,0,0,0,0,0,0,0,0,0,5.43,5.53,0,10.67,3.1,0,0,0,6.19,0,0,0,6.41,0,0,6.45,3.3,0,0,4.95,0,2.25,6.84,2.74,0,0,0,0
"Bra036492",98,30.61,8.52,18.35,0,30.11,41.1,12.76,17.51,0,25.19,23.29,11.91,31.41,11.34,6.69,121.91,72.64,0,45.33,46.13,0,24.19,96.69,31.69,23.36,13.76,7.02,18.22,10.91,0,31.46,14.45,146.8,11.73,0,0,0,3.38
"Bra036493",0,0,5.53,23.38,0,0,0,0,0,0,0,0,7.63,0,0,0,0,0,0,4.23,7.47,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,4.47,0,4.3
"Bra036494",0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,0,0,0,0,0,0,0,0,0,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036495",20.07,19,73.51,0,48.49,18.77,63.41,95.12,7.21,0,51.85,28.93,88.93,19.56,70.13,49.97,21.72,49.65,13.5,39.75,28.47,62.71,45.1,68.72,39.5,29.03,34.09,8.67,11.39,122.5,26.46,0,41.86,36.46,21.82,20.28,8.67,10.54,0
"Bra036496",0,83.56,56.56,59.52,0,0,0,76.46,22.52,8.61,41.66,31.78,110.15,25.57,43.7,0,28.29,26.91,17.99,14.45,57.31,5.58,19.77,0,17.18,0,22.65,0,39.29,100.35,17.4,0,42.11,0,9.63,53.71,15.2,36.74,18.25
"Bra036497",0,0,0,24.12,0,0,0,0,0,0,0,15.22,15.6,0,0,0,0,0,28.38,75.05,44.85,13.18,63.28,72.33,156,0,0,109.38,107.99,0,0,0,12.58,249.33,53.55,0,0,77.71,4.44
"Bra036498",0,0,0,29.35,20.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0,0,0,0,0,14.62,17.43,8.43,0,15.21,23.2,0,12.88,0,0,5.41
"Bra036499",0,0,0,0,0,17.59,11.92,0,6.77,0,0,13.57,0,18.33,0,0,0,18.69,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0
"Bra036500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036503",0,0,0,0,63.68,0,0,0,0,0,0,28.56,0,0,0.04,0.01,0,0,0,0,0,0,0,34.17,0,28.71,0,33.48,23.18,0,26.25,0,0,0,28.47,0,0,21.08,0
"Bra036504",22.8,0,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03,0,0,0,0,0,0,0,0,0,0,7.58,0,20.53,20.87,0,23.19,0,0,0
"Bra036505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036506",0,0,0,0,0,0,0,0,0,0,0,0,0,14.72,0,0,0,0,0,0,0,0,0,0,14.85,0,25.83,0,0,0,0,0,0,0,0,0,0,7.93,0
"Bra036507",0,0,0,0,0,16.63,0,14.07,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72,20.14,12.05,0,0,5.31,32.37,6.46,9.01,0,0,0
"Bra036508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036509",0,0,0,0,0,0,0,0,0,0,0,56.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036510",0,0,0,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,14.71,10.25,0,0,12.8
"Bra036512",0,0,7.69,0,0,6.62,9.25,0,0,0,0,0,10.53,0,0,0,0,0,0,14.76,0,0,0,0,0,0,0,0,0,0,4.71,0,6.42,0,0,0,3.09,3.73,5.92
"Bra036513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036516",0,0,8.52,0,0,0,0,12.76,5.84,49.36,8.4,11.65,23.83,0,0,0,17.42,0,0,6.48,0,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46,0
"Bra036517",0,0,0,0,0,0,0,0,3.13,0,4.5,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036518",382.28,149.1,257.43,160.76,50.71,73.29,160.25,62.12,73.94,0,171.86,113.46,220.45,137.64,88.45,110.8,152.62,196.76,170.14,183.16,224.83,59.29,176.73,80.72,69.44,79.63,107.27,95.74,88.67,84.98,233.25,306.64,305.06,243.1,114.31,71.71,197.07,107.16,29.59
"Bra036519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036520",10.04,0,5.21,10.99,0,0,0,0,0,0,5.12,7.04,0,0,0,0,0,0,0,7.97,0,0,0,0,0,0,0,4.27,0,6.54,16.05,0,2.91,0,3.55,4.95,0,5.09,10.11
"Bra036521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,2.32
"Bra036522",33.61,23.11,21.76,18.28,13.1,37.56,10.47,25.63,29.69,0,12.82,29.3,35.83,15.71,17.28,43.6,8.69,24.85,27.67,10.01,0,25.73,24.31,13.86,7.91,11.73,20.89,10.69,18.09,21.75,56.13,15.98,29.12,22.16,17.76,12.38,38.52,12.7,10.08
"Bra036523",0,0,1.48,6.12,0,0,1.78,0,0,0,0,0,2.01,0,5.86,0,0,2.83,0,2.29,0,0,2.05,2.33,0,1.97,0,0,3.02,1.82,0.9,0,2.46,0,0,4.18,0,0,2.81
"Bra036524",7.85,7.19,8.13,0,0,14.02,0,0,0,14.72,0,5.47,0,0,0,6.26,8.11,3.87,5.17,3.12,0,0,17.01,6.47,0,0,0,9.99,0,5.07,2.49,0,2.27,6.9,5.53,7.71,6.54,7.9,4.7
"Bra036525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.28,0,0,0,0,0,0
"Bra036526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036527",114.66,0,24.06,158.89,37.23,0,14.54,18.27,33.08,0,35.69,0,17.1,67.75,80.51,86.47,25.1,22.71,15.5,36.31,65.28,72.01,51.98,0,68.45,150.57,0,89.62,197.73,62.94,114.37,44.66,75.74,126,66.95,70.01,20,36.52,53.66
"Bra036528",27.15,37.87,35.31,15.08,21.47,0,68.1,42.06,33.82,0,118.18,0,49.06,51.7,37.54,5.51,14.32,33.51,36.1,70.01,28.66,16.77,19.94,0,45.62,19.25,113.72,23.22,0,26.9,61.4,52.06,99.37,72.64,14.53,13.5,40.24,6.97,19.42
"Bra036529",86.03,517.22,377.2,504.37,1360.72,190.97,270.89,727.6,369.33,1781.7,159.41,221.4,264.33,414.93,383,219.2,220.94,76.55,495.1,129.6,206.75,256.76,370.53,685.84,226.13,382.44,580.97,429.35,1994.3,1222.63,196.74,0,234.01,325.58,365.42,414.45,147.41,357.84,271.42
"Bra036530",26.48,8.01,20.5,18.9,20.42,0,21.9,26.61,1.55,0,4.46,18.27,15.49,8.14,15.03,1.74,8.99,10.87,31.75,7.02,15.37,18.79,31.55,14.38,8.2,12.18,3.63,16.74,21.02,16.88,29.14,33.35,42.9,19.19,9.24,19.33,30.9,13.15,23.45
"Bra036531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53,0,0,0,0,24.06,0,0,0,0,0,24.1,0,7.25,0,0,12.28,0,12.83,5.15
"Bra036532",0,65.17,0,0,0,0,21.27,54.49,24.25,0,0,0,51.21,33.92,0,0,0,0,0,0,0,21.2,0,0,0,0,0,14.63,59.97,0,0,0,0,0,0,34.58,0,0,7.37
"Bra036533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,2.82,0,0,0,0,0,0,0,0
"Bra036534",0,0,6.57,13.71,0,0,0,0,4.48,0,0,0,4.49,5.9,4.34,0,13.04,0,8.34,2.53,0,0,0,0,2.97,0,15.73,0,3.39,0,16.07,0,14.61,5.56,2.23,6.21,0,0,8.82
"Bra036535",0,0,0,0,0,0,0,0,7.17,0,10.32,14.38,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,25.89,0,0,13.16,0,5.95,0,0,0,0,0,0
"Bra036536",0,0,68.99,0,0,0,41.81,26.74,11.91,0,34.28,0,50.25,0,0,0,0,16.19,67.26,0,0,20.83,0,29.08,0,0,56.82,14.38,19.6,23.27,0,0,0,0,0,50.93,43.97,17.92,0
"Bra036537",0,0,0,0,0,0,0,0,46.37,0,0,0,0,0,0,0,0,0,43.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.64,0,0,0,30.74
"Bra036538",0,0,19.91,0,20.14,0,8,9.86,4.54,0,0,0,0,0,17.63,0,0,0,8.47,10.13,0,7.88,18.71,0,6.11,18.06,10.68,0,21.02,0,16.46,0,11.19,0,0,0,0,6.53,10.4
"Bra036539",0,27.65,30.07,168.63,94.06,0,36.4,46.22,51.81,128.66,0,63.17,65.02,0,0,85.26,31.92,14.14,19.47,22.55,0,18.09,65.76,75.29,14.5,190.44,0,49.98,134.59,240.24,48.25,0,34.78,0,63.29,14.71,12.66,0,49.72
"Bra036540",0,0,0,35.18,0,0,0,0,75.43,33.75,15.5,0,22.59,0,0,0,0,14.69,0,35.12,0,18.81,0,0,15.11,0,25.65,0,17.56,0,0,0,0,0,10.98,15.31,13.19,0,0
"Bra036541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036542",0,0,0,0,0,0,4.32,0,2.45,0,3.53,4.83,4.92,0,4.75,0,7.15,6.85,0,5.52,9.71,0,20.02,5.7,6.51,4.83,5.74,5.88,14.87,4.47,15.41,0,4,30.43,2.44,13.61,0,3.48,4.15
"Bra036543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036545",6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0
"Bra036546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036547",10.15,18.7,21.06,22.23,31.79,0,6.34,15.56,0,38.77,15.52,42.68,29.01,0,13.95,4.07,10.56,10.01,6.7,32.23,14.23,12.47,14.75,50.48,9.62,21.37,25.32,17.27,82.57,66.13,12.98,0,14.72,17.93,17.95,15.02,0,15.43,30.67
"Bra036548",45.55,0,31.44,0,11.81,0,0,0,2.68,7.1,19.28,5.28,26.91,21.23,0,3.02,0,7.48,14.98,24.13,37.14,23.21,5.48,0,3.57,0,6.28,3.22,0,9.8,9.64,14.42,10.94,13.32,0,3.72,6.31,11.44,1.51
"Bra036549",29.84,0,0,0,0,0,0,0,10.86,0,0,44.23,0,0,0,0,0,0,0,11.8,0,18.97,0,0,0,22.23,0,13.1,0,21.06,0,58.79,27.4,0,0,0,0,0,0
"Bra036550",0,0,0,0,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,10.77,0,16.77,0,0,0,0,0,0,0,0,0,0,7.95,0,0,13.5,5.75,6.97,2.77
"Bra036551",0,0,0,0,0,0,0,0,3.46,0,0,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,0,0,0,0,0,0,8.49,0,0,4.81,0,4.94,13.75
"Bra036552",24.69,94.73,77.83,28.73,80.57,47.04,47.06,19.78,26.78,0,0,18.03,18.52,0,0,20.82,27.22,36.7,100.48,9.77,17.61,0,18.76,64.37,37.1,36.22,0,32.25,71.55,34.13,24.76,48.23,7.45,0,45.25,50.47,21.66,26.39,84.68
"Bra036553",0,807.23,1358.62,1271.02,1682.53,668.04,182.78,776.05,1403.74,0,156.06,617.99,400.53,1094.39,422.78,631.64,189.34,471.04,1307.02,53.38,513.72,193.84,1426.6,1963,0,0,128.61,447.07,652.27,1536.59,127.45,0,56.19,472.99,237.69,235.75,150.63,178.63,712.3
"Bra036554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0
"Bra036555",0,0,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
"Bra036556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036557",33.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,0,0,0,0,0,0,11.61,0,31.32,0,12.63,0,15.22,0,22.56
"Bra036558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97,0,0,0,0,0,0,0,0
"Bra036563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0
"Bra036565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,0,0,8.77,0,0,6.82,0,11.89,6.07,0,0,0,0,4.16,0,10.13,28.24,0,14.58,5.81
"Bra036568",0,0,0,0,15.81,0,0,31.02,14.12,0,30.46,0,14.5,19.13,0,0,0,0,0,0,27.87,12.28,0,0,9.66,0,16.68,8.49,55.66,13.31,6.47,0,11.7,0,14.24,0,8.49,0,20.62
"Bra036569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036571",33.09,0,0,0,13.19,0,0,0,0,0,0,0,0,0,11.49,0,0,0,0,13.12,0,0,0,0,8.03,0,13.94,0,0,22.12,0,0,0,0,0,8.29,0,8.58,0
"Bra036572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,4.31,25.57,0,0,0,13.26,0,0,0
"Bra036574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036575",0,0,0,0,25.51,14.63,15.31,6.24,8.68,0,0,5.71,0,0,0,9.8,0,4.04,10.78,0,0,5.01,0,13.49,7.71,0,13.57,3.47,13.21,0,5.21,0,2.36,7.19,8.65,20.1,20.46,0,1.64
"Bra036576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036577",20.61,9.33,1.77,7.33,15.85,6.03,6.39,5.16,3.62,0,3.47,7.09,14.42,3.16,9.34,2.7,0,0,0,23.22,7.17,6.26,9.79,11.16,19.07,7.09,8.45,7.23,7.24,17.45,28,19.44,14.69,23.84,5.98,10.01,1.41,10.2,8.08
"Bra036578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036580",0,0,13.69,0,21.31,0,0,41.86,37.69,0,13.56,38.15,0,0,0,99.17,0,12.9,17.69,10.3,0,0,0,22.71,26.2,38.33,0,22.71,15.17,0,87.36,0,47.28,24.04,38.27,13.34,11.46,27.94,95.37
"Bra036581",0,216.98,0,0,0,0,0,0,0,0,102.72,0,182.36,0,0,0,0,0,131.07,0,0,0,0,0,0,0,0,83.15,297.98,354.03,0,0,80.44,0,0,0,0,235.56,65.12
"Bra036582",33.93,30.89,11.69,18.25,13.13,0,10.54,8.56,11.95,10.41,20.06,15.66,11.95,0,7.72,11.19,11.58,13.93,7.41,11.24,11.83,3.45,8.11,4.62,10.55,3.92,0,11.94,9.03,47.08,24.99,32.12,9.73,0,31.68,2.76,9.35,5.64,23.49
"Bra036583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036585",5.84,5.32,9.06,0,13.57,5.18,3.63,17.69,14.41,0,11.85,12.14,4.12,5.42,0,11.57,0,2.88,3.83,6.97,0,0,25.17,4.78,0,0,4.82,17.28,3.11,29.96,18.45,11.07,20.12,5.1,12.28,11.42,19.34,14.59,24.29
"Bra036586",0,23.68,12.97,28.73,40.29,0,0,0,8.93,26.85,12.84,0,0,48.95,0,10.41,0,12.23,0,9.77,17.61,77.77,0,0,0,18.11,21.17,10.75,42.93,17.06,8.25,0,14.9,0,18.1,0,10.83,26.39,10.58
"Bra036587",0,0,0,0,0,0,0,0,0,0,5.54,0,0,0,0,4.37,0,0,7.19,4.31,0,0,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"Bra036588",0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,10.05,0,0,0,2.88
"Bra036589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036591",0,15.04,0,0,0,0,20.2,12.53,5.74,0,8.25,11.44,0,15.43,0,0,0,0,0,31.84,0,19.93,0,0,15.57,0,13.52,27.59,8.95,10.72,31.37,92.78,18.94,0,11.53,0,6.85,16.63,13.27
"Bra036592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036593",0,30.98,5.8,0,0,10.1,0,8.59,7.93,0,5.7,0,16.03,10.55,0,4.5,0,5.51,0,26.62,7.84,0,0,9.3,5.32,7.87,18.63,19.05,24.36,7.31,28.68,0,13.01,19.8,19.82,11.05,14.1,45.49,22.62
"Bra036594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.53,0,0,0,0,0,0,0,0,0,0,0,34.78,0,62.26,0,0,26.35,0,0,0,0,0,19.92
"Bra036596",5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,0,0,0,4.29,0,5.57,0,0,10.09,0,11.48,0,0,0,5.21,4.18,0,0,0,2.37
"Bra036597",0,3.8,2.16,0,0,7.37,2.6,6.31,7.36,0,2.12,2.89,20.56,0,2.85,4.95,0,2.06,2.74,11.66,8.75,10.19,14.96,3.41,3.89,11.55,13.77,7.06,15.5,13.33,10.53,7.91,14.36,3.64,7.31,8.15,12.07,8.32,14
